"subj_idx","response","rt","cond","stim","stim_cond","trial_z","rt_log_trim_grp","prev_rt","block_trial"
49,1,406,"FiveGo","Go","Go_FiveGo",-1.11860504892478,2.60852603357719,0.404,15
49,1,457,"FiveGo","Go","Go_FiveGo",-1.10417143539027,2.65991620006985,0.504,16
49,1,325,"FiveGo","Go","Go_FiveGo",-1.08973782185575,2.51188336097887,0.332,17
49,1,0,"FiveGo","NoGo","NoGo_FiveGo",-1.07530420832124,0,0.327,18
49,1,443,"SevenGo","Go","Go_SevenGo",-1.06087059478673,2.64640372622307,0.338,17
49,1,391,"SevenGo","Go","Go_SevenGo",-1.04643698125221,2.59217675739587,0.398,18
49,1,363,"SevenGo","Go","Go_SevenGo",-1.0320033677177,2.55990662503611,0.377,19
49,1,365,"SevenGo","Go","Go_SevenGo",-1.01756975418319,2.56229286445647,0,20
49,1,337,"SevenGo","Go","Go_SevenGo",-1.00313614064867,2.52762990087134,0.399,21
49,1,436,"SevenGo","Go","Go_SevenGo",-0.988702527114159,2.63948648926859,0.323,22
49,1,344,"SevenGo","Go","Go_SevenGo",-0.974268913579646,2.53655844257153,0.335,23
